id;category_affiliation_probability_flag;id_2009_A_and_A_498_961_R;binary_system_component;icrs_ra;icrs_ra_error;icrs_dec;icrs_dec_error;gal_longitude;gal_latitude;alpha;delta;Gaia DR2_proper_motion_ra;Gaia DR2_proper_motion_ra_error;Gaia DR2_proper_motion_dec;Gaia DR2_proper_motion_dec_error;Gaia DR2_parallax;Gaia DR2_parallax_error;Hipparcos_proper_motion_ra;Hipparcos_proper_motion_ra_error;Hipparcos_proper_motion_dec;Hipparcos_proper_motion_dec_error;Hipparcos_parallax;Hipparcos_parallax_error;Gaia DR3_proper_motion_ra;Gaia DR3_proper_motion_ra_error;Gaia DR3_proper_motion_dec;Gaia DR3_proper_motion_dec_error;Gaia DR3_parallax;Gaia DR3_parallax_error
4172;;28940;;173.6379642;0.013;-63.9554102;0.014;294.6136809;-2.332382;11 34 33.084;-63 57 19.27;15.341;0.05;-13.546;0.058;6.0582;0.0369;15.253;0.017;-13.425;0.017;6.147;0.017;15.9;0.74;-14.66;0.74;6.2;0.73
4173;?;28960;;173.7155789;0.018;-52.4611212;0.018;291.2707519;8.6682467;11 34 51.773;-52 27 40.13;-15.1;0.057;0.388;0.051;1.8046;0.0438;-15.363;0.022;0.451;0.021;1.846;0.026;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4174;;28930;A;173.8025009;0.016;35.405769;0.015;181.2360385;71.7732656;11 35 12.601;+35 24 20.96;-5.93;0.093;-2.16;0.084;3.8283;0.058;-5.869;0.017;-2.097;0.018;3.832;0.019;-6.46;1.06;-3.17;0.77;3.08;1.12
4175;;28950;;173.839983;0.016;34.5097278;0.017;183.9103967;72.1152246;11 35 21.625;+34 30 34.83;-14.7;0.097;10.398;0.126;3.3988;0.0621;-14.773;0.018;10.634;0.022;3.385;0.019;-15.63;0.98;10.99;0.99;2.32;0.95
4176;;29000;;173.9035266;0.015;-63.2634734;0.014;294.5250357;-1.6360638;11 35 36.871;-63 15 48.64;-6.147;0.083;0.369;0.062;0.3597;0.0435;-6.355;0.019;0.776;0.018;0.337;0.017;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4177;?;28980;;173.9389423;0.01;-51.2639627;0.01;291.0476403;9.853035;11 35 45.338;-51 15 50.32;2.526;0.044;3.385;0.039;1.5478;0.0343;2.512;0.012;3.496;0.013;1.59;0.014;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4178;;29030;;173.9732594;0.056;-69.3936052;0.055;296.3338789;-7.4953295;11 35 53.689;-69 23 36.88;-34.56;0.048;-7.892;0.047;3.352;0.0309;-33.864;0.081;-8.978;0.067;3.575;0.066;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4179;;29010;;173.9818258;0.037;-47.6418596;0.041;289.9864242;13.3229112;11 35 55.596;-47 38 29.96;33.897;0.177;-49.629;0.161;17.399;0.1049;33.654;0.053;-49.433;0.052;17.183;0.074;32.77;0.18;-49.95;0.22;16.18;0.3
4180;?;29020;;174.0384615;0.04;-53.7993902;0.044;291.8530645;7.4451072;11 36 09.247;-53 47 57.65;-12.911;0.069;-8.673;0.059;2.1885;0.0482;-11.843;0.052;-7.731;0.056;2.512;0.058;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4181;?;29044;;174.0584758;0.067;-61.6265742;0.06;294.1221812;-0.0478803;11 36 14.059;-61 37 35.68;-6.352;0.162;1.128;0.13;0.3763;0.0815;-6.028;0.088;1.098;0.079;0.582;0.078;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4182;?;28970;;174.0597657;0.519;14.6976576;1.123;244.5262507;68.5333954;11 36 14.396;+14 41 51.68;-49.626;0.376;-5.99;0.653;5.5187;0.1724;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-43.88;0.87;3.23;0.84;7.12;0.85
4183;?;28990;;174.0968869;0.014;46.6533618;0.022;155.1130492;65.5097312;11 36 23.278;+46 39 12.16;-13.289;0.066;-2.889;0.078;1.4369;0.0526;-13.266;0.019;-2.503;0.025;1.316;0.028;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4184;;29050;;174.1358082;0.033;-62.6225222;0.033;294.4419549;-0.991795;11 36 32.611;-62 37 21.07;-10.68;0.053;1.223;0.051;1.1852;0.0313;-11.133;0.04;1.817;0.039;1.281;0.038;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4185;;29080;;174.1613152;0.017;-73.3536567;0.018;297.5588782;-11.2669865;11 36 38.686;-73 21 13.04;2.726;0.058;-3.509;0.054;7.4374;0.0372;2.407;0.021;-3.419;0.021;7.416;0.02;1.48;0.57;-3.15;0.45;7.68;0.5
4186;?;29055;;174.215532;0.014;-61.5677108;0.012;294.1769589;0.0298717;11 36 51.751;-61 34 03.76;-6.901;0.061;0.882;0.046;0.4476;0.0329;-6.841;0.017;0.966;0.015;0.396;0.015;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4187;;29090;;174.2268759;0.01;-69.7113013;0.011;296.5120268;-7.7739044;11 36 54.477;-69 42 40.72;-9.494;0.051;0.063;0.054;2.2603;0.032;-9.328;0.014;0.2;0.014;2.31;0.013;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4188;?;29040;;174.2444038;0.011;49.5976815;0.016;150.4195325;63.3681932;11 36 58.694;+49 35 51.66;-16.034;0.042;2.066;0.063;2.9348;0.0455;-15.904;0.011;1.929;0.018;3.081;0.02;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4189;;29130;;174.2491109;0.016;-74.0379329;0.015;297.7859412;-11.9145708;11 36 59.819;-74 02 16.48;-12.833;0.045;3.17;0.038;2.2117;0.0232;-12.832;0.021;3.265;0.02;2.204;0.017;-11.8;1.15;2.77;0.7;2.36;0.84
4190;;29060;;174.2704672;0.014;-45.5124388;0.013;289.5334509;15.4160564;11 37 04.974;-45 30 44.87;-31.593;0.044;1.966;0.041;2.6114;0.0316;-31.75;0.017;2.363;0.017;2.617;0.021;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4191;;29110;;174.3407462;0.01;-51.694393;0.01;291.4171333;9.5135826;11 37 21.827;-51 41 39.99;-29.162;0.043;8.904;0.034;4.1748;0.0308;-29.152;0.013;8.94;0.013;4.218;0.015;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4192;?;29100;;174.3772144;0.012;-37.990624;0.008;287.2287749;22.6163998;11 37 30.558;-37 59 26.24;-17.138;0.046;0.199;0.032;3.5404;0.0355;-17.006;0.018;0.414;0.012;3.657;0.016;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4193;*;29120;;174.4040348;0.012;-46.7095363;0.014;289.9873455;14.2984035;11 37 37.041;-46 42 34.83;-46.757;0.051;34.024;0.047;9.192;0.0343;-46.673;0.015;34.193;0.018;9.15;0.021;-47.36;0.55;34.44;0.63;8.93;0.87
4194;;29070;;174.4490861;0.012;58.7994621;0.014;139.8722107;55.8405484;11 37 47.787;+58 47 57.95;-5.529;0.044;6.194;0.051;3.127;0.0369;-5.443;0.014;6.445;0.017;3.255;0.017;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4195;;29140;;174.5176052;0.028;-11.5171324;0.024;275.8022014;47.4528637;11 38 04.263;-11 31 01.95;-37.545;0.12;14.657;0.059;2.3489;0.0694;-37.474;0.045;14.735;0.027;2.627;0.039;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4196;*;29150;;174.5296572;0.107;-61.8264682;0.109;294.3928647;-0.1763371;11 38 07.282;-61 49 35.40;-70.199;0.638;16.666;0.617;9.7901;0.332;-67.217;0.15;14.17;0.135;10.383;0.141;-58.96;0.41;-2.7;0.38;11.44;0.42
4197;?;29170;;174.5831078;0.017;-68.4543936;0.018;296.2752296;-6.5326242;11 38 19.986;-68 27 15.84;-8.626;0.045;0.403;0.055;0.5826;0.0267;-8.88;0.024;0.849;0.027;0.668;0.02;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4198;?;29178;;174.6243153;0.007;-63.3808748;0.009;294.8688054;-1.6567514;11 38 30.424;-63 22 56.04;-25.298;0.045;-1.461;0.045;2.4248;0.0317;-25.313;0.011;-1.373;0.011;2.464;0.01;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4199;;29160;;174.6562636;0.035;25.011946;0.032;216.2168318;73.5273112;11 38 37.541;+25 00 43.35;-20.773;0.105;-16.203;0.11;0.4378;0.099;-20.744;0.039;-16.135;0.035;0.543;0.041;-21.78;2.97;-17.42;2.07;1.52;2.6
4200;?;29190;;174.68891;0.068;-57.4933992;0.071;293.2605839;4.0071868;11 38 45.389;-57 29 36.39;-26.248;0.171;10.228;0.158;3.548;0.1212;-24.668;0.09;10.715;0.094;4.21;0.092;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4201;;29180;;174.7252488;0.021;-21.1738404;0.016;281.1295109;38.6074891;11 38 54.128;-21 10 25.71;-52.785;0.095;-5.471;0.054;6.0589;0.0528;-52.462;0.028;-5.064;0.02;6.045;0.028;-52.42;0.51;-4.69;0.4;5.54;0.69
4202;?;29200;;174.9128216;0.016;-54.9974121;0.016;292.6861615;6.4399292;11 39 39.077;-54 59 50.25;6.265;0.055;-23.31;0.048;6.4257;0.0416;6.308;0.022;-23.103;0.021;6.482;0.023;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4203;?;29230;A;174.9731492;0.022;-50.485963;0.021;291.457505;10.7849857;11 39 53.652;-50 29 09.57;-44.625;0.1;4.779;0.091;5.2568;0.0645;-45.135;0.029;5.006;0.025;5.173;0.034;-43.8;0.36;10.33;0.36;5.56;0.48
4204;?;29240;;175.0566829;0.042;-39.1466692;0.032;288.1495172;21.6722845;11 40 13.653;-39 08 47.63;-34.166;0.055;-20.98;0.046;6.2556;0.0389;-35.196;0.069;-20.221;0.048;6.052;0.055;-30.32;0.61;-24.07;0.48;4.92;0.64
4205;;29220;;175.0985683;0.019;48.2367014;0.029;151.4059896;64.7758004;11 40 23.649;+48 14 12.10;1.791;0.031;-2.948;0.048;3.367;0.0331;2.505;0.018;-3.085;0.034;3.515;0.038;2.56;0.94;-2.72;0.69;5.18;1.02
4206;;29210;;175.1142191;0.025;57.9704649;0.028;140.0704116;56.7331213;11 40 27.464;+57 58 13.34;-9.01;0.082;13.364;0.083;6.2456;0.0623;-8.764;0.032;13.432;0.036;6.483;0.037;-8.65;0.25;13.5;0.26;6.41;0.37
4207;;29250;;175.1588911;0.011;-57.6836071;0.011;293.5557543;3.8935032;11 40 38.179;-57 41 00.99;-30.305;0.05;-1.103;0.043;3.6151;0.0344;-30.48;0.015;-1.125;0.014;3.653;0.015;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4208;;29260;;175.2514137;0.028;-33.926757;0.028;286.613809;26.7033367;11 41 00.371;-33 55 36.37;-23.602;0.094;2.151;0.072;2.482;0.0837;-23.492;0.049;1.971;0.04;2.519;0.046;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4209;;29270;;175.2555011;0.024;-60.6133612;0.023;294.3958373;1.0860768;11 41 01.359;-60 36 48.27;-12.514;0.051;4.22;0.049;1.2618;0.0333;-12.73;0.028;3.951;0.03;1.244;0.029;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4210;?;29280;;175.3760079;0.023;40.6396332;0.028;165.3364285;70.2413869;11 41 30.243;+40 38 22.75;8.456;0.091;-7.762;0.107;0.6197;0.1054;8.368;0.034;-7.459;0.032;0.599;0.038;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4211;?;29290;A;175.4548282;0.029;-42.4921505;0.025;289.4786242;18.5536538;11 41 49.083;-42 29 31.79;-22.392;0.179;2.998;0.308;2.0244;0.1916;-22.813;0.03;4.697;0.033;1.816;0.049;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4212;;29330;;175.4791296;0.02;-63.7953722;0.019;295.3477802;-1.9520319;11 41 55.040;-63 47 43.37;-18.996;0.068;0.584;0.065;2.7883;0.0446;-19.036;0.024;0.646;0.024;2.66;0.024;-18.58;0.58;0.76;0.43;2.66;0.57
4213;;29295;;175.4914897;0.14;-24.3859127;0.115;283.3392624;35.8287254;11 41 57.970;-24 23 08.90;-0.92;0.176;-21.103;0.141;9.4482;0.0933;-3.337;0.197;-26.221;0.149;7.595;0.212;-7.01;0.73;-25.57;0.57;9.68;0.95
4214;?;29300;;175.5165466;0.012;-46.3289443;0.011;290.6349745;14.8798342;11 42 03.965;-46 19 44.08;2.511;0.049;-5.411;0.043;2.5301;0.0342;2.428;0.015;-5.343;0.015;2.523;0.018;3.7;1.38;-4.6;1.29;4.3;2.25
4215;;29320;;175.5508057;0.012;-34.0925837;0.011;286.9342699;26.6192346;11 42 12.236;-34 05 33.27;-25.184;0.063;-0.045;0.045;2.8759;0.054;-25.233;0.017;0.021;0.014;2.884;0.018;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4216;?;29310;;175.5655099;0.017;-15.7285966;0.013;279.5030933;43.9736444;11 42 15.770;-15 43 43.11;-35.914;0.081;2.998;0.05;3.2739;0.0475;-35.802;0.025;3.124;0.016;3.257;0.02;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4217;?;29335;;175.6833387;0.052;18.2420378;0.038;238.6614324;71.8601983;11 42 44.019;+18 14 31.26;-9.181;0.118;-1.749;0.093;2.9318;0.0772;-9.317;0.055;-1.491;0.041;3.199;0.06;-11.16;0.64;-0.48;0.55;3.95;0.55
4218;;29340;;175.7027627;0.024;-9.3417728;0.018;276.0577739;49.9150027;11 42 48.715;-09 20 30.42;-44.639;0.115;-2.341;0.074;6.4907;0.0783;-44.57;0.028;-2.124;0.022;6.573;0.033;-44.87;0.61;-1.05;0.39;5.92;0.67
4219;;29360;;175.7159781;0.014;-73.5081617;0.014;298.0369498;-11.2915361;11 42 51.855;-73 30 29.31;-8.317;0.052;-3.342;0.044;1.272;0.0303;-8.377;0.018;-3.278;0.017;1.306;0.016;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4220;;29350;;175.7808912;0.011;-31.6433697;0.01;286.3189983;29.0150519;11 43 07.430;-31 38 36.21;-13.208;0.056;1.655;0.037;2.3414;0.0468;-13.234;0.017;1.82;0.014;2.501;0.017;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4221;?;29380;;175.9370119;0.071;-54.4374958;0.076;293.1086193;7.1381233;11 43 44.939;-54 26 15.08;-30.085;0.059;5.495;0.055;2.3346;0.0497;-29.153;0.09;3.864;0.086;2.353;0.107;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4222;;29410;;175.9969579;0.024;-62.5389602;0.024;295.2440319;-0.6782892;11 43 59.281;-62 32 20.34;-6.617;0.068;0.863;0.062;0.3329;0.0394;-6.666;0.032;0.827;0.035;0.402;0.03;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4223;;29400;;176.0057199;0.012;-55.3908536;0.012;293.3968879;6.227915;11 44 01.416;-55 23 26.98;-30.222;0.053;0.226;0.051;5.185;0.0391;-30.376;0.015;0.359;0.015;5.205;0.016;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4224;;29370;;176.0310748;0.023;29.5800969;0.021;199.5791537;75.0029451;11 44 07.433;+29 34 48.38;14.146;0.089;-2.667;0.077;8.6272;0.063;14.171;0.029;-2.54;0.023;8.605;0.026;15.79;0.74;-2.38;0.53;6.79;0.74
4225;;29390;;176.0545326;0.03;29.8954147;0.03;198.3594597;74.9907437;11 44 13.073;+29 53 43.55;11.751;0.131;-0.697;0.116;4.7117;0.0956;11.62;0.036;-0.829;0.032;4.901;0.035;13.02;0.73;-1.72;0.53;3.3;0.71
4226;;29420;;176.0690496;0.013;-62.5631677;0.013;295.2823809;-0.6931175;11 44 16.597;-62 33 47.51;-9.116;0.054;-3.011;0.048;1.6615;0.0336;-9.214;0.017;-2.884;0.018;1.66;0.016;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4227;;29430;;176.182854;0.031;28.6701939;0.025;203.0777533;75.1934424;11 44 43.907;+28 40 12.48;-16.468;0.114;16.883;0.08;6.4241;0.0588;-16.514;0.032;17.063;0.03;6.349;0.034;-14.39;0.65;17.2;0.52;4.95;0.58
4228;;29440;;176.317435;0.02;43.2104149;0.02;158.4463994;69.0700661;11 45 16.311;+43 12 37.22;-73.279;0.06;9.009;0.068;6.5621;0.0548;-73.264;0.024;9.003;0.025;6.642;0.026;-73.3;0.52;9.29;0.4;7.44;0.6
4229;?;29450;;176.3607987;0.018;-36.3520251;0.016;288.356856;24.6448913;11 45 26.670;-36 21 07.10;-55.214;0.075;-10.207;0.062;4.7283;0.0659;-55.353;0.027;-10.029;0.021;4.823;0.025;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4230;?;29460;;176.3640551;0.012;-58.1280732;0.014;294.2917904;3.6325155;11 45 27.335;-58 07 40.68;21.395;0.044;-17.538;0.047;2.9973;0.0347;21.606;0.017;-17.41;0.018;3.135;0.018;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4231;;29470;;176.4041554;0.024;-57.8784409;0.026;294.2491119;3.8794045;11 45 37.025;-57 52 42.47;-12.733;0.05;1.538;0.05;1.8256;0.0344;-13.526;0.031;1.902;0.036;1.772;0.032;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4232;?;29480;;176.4329321;0.061;-45.6901101;0.044;291.0931739;15.6658367;11 45 43.972;-45 41 24.34;-42.524;0.256;4.798;0.209;4.589;0.1598;-42.214;0.073;5.297;0.057;4.367;0.077;-41.67;0.16;5.08;0.21;4.72;0.26
4233;;29490;;176.5616691;0.021;-12.025418;0.017;278.8281657;47.7720535;11 46 14.818;-12 01 31.33;-9.041;0.085;-6.947;0.053;2.9871;0.05;-8.493;0.03;-6.693;0.02;3.012;0.029;-7.93;0.82;-10.3;0.73;2.52;1.01
4234;;29520;;176.5814651;0.015;-70.9040023;0.017;297.608961;-8.7082016;11 46 19.596;-70 54 14.40;-10.875;0.042;-0.466;0.045;1.4225;0.0277;-10.805;0.021;-0.316;0.021;1.475;0.019;-10.48;0.69;-1.0;0.64;0.55;0.76
4235;;29500;;176.6626678;0.057;-19.0070214;0.039;282.3915918;41.2663032;11 46 39.071;-19 00 25.39;-30.176;0.184;4.104;0.095;1.93;0.0987;-28.923;0.079;4.232;0.049;2.107;0.073;-28.35;0.73;3.78;0.55;0.75;1.03
4236;;29510;A;176.7112835;0.116;15.0019773;0.116;248.5826005;70.6946022;11 46 50.695;+15 00 06.90;12.536;0.661;1.259;0.867;11.1064;0.4586;12.482;0.131;7.209;0.136;9.112;0.182;12.74;1.16;7.45;0.95;7.12;1.07
4237;?;29523;;176.7372885;0.011;-45.6406016;0.009;291.2932633;15.7687637;11 46 56.983;-45 38 26.11;-19.479;0.067;-0.61;0.056;1.9478;0.0491;-19.632;0.013;-0.519;0.011;1.882;0.016;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4238;;29550;;176.8273723;0.011;-55.2447849;0.012;293.8147011;6.4877211;11 47 18.606;-55 14 41.29;-13.744;0.047;2.12;0.045;1.6796;0.0375;-13.791;0.014;2.209;0.015;1.752;0.016;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4239;?;29526;;176.8327472;0.017;-25.961443;0.017;285.3558581;34.7128244;11 47 19.909;-25 57 41.37;-48.635;0.106;6.738;0.063;9.2997;0.0676;-48.654;0.023;6.955;0.019;9.219;0.027;-48.0;0.43;7.06;0.31;7.89;0.47
4240;;29540;;176.8407279;0.014;-46.3399314;0.011;291.5507829;15.1110314;11 47 21.830;-46 20 23.83;-30.836;0.052;5.057;0.042;2.7493;0.0399;-30.871;0.017;5.042;0.013;2.763;0.019;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4241;;29530;;176.8591458;0.062;-31.2548063;0.056;287.1991002;29.6541602;11 47 26.224;-31 15 16.95;-13.036;0.112;-9.357;0.08;3.166;0.0919;-11.543;0.103;-10.106;0.075;3.536;0.1;-7.24;0.7;-8.5;0.46;4.4;0.67
4242;;29560;;176.9703687;0.018;53.0151591;0.023;143.155909;61.5461242;11 47 52.881;+53 00 54.58;1.63;0.071;1.653;0.072;3.6035;0.046;1.905;0.024;1.981;0.032;3.791;0.032;1.16;0.61;2.28;0.68;4.38;0.9
4243;;29570;;176.9734034;0.016;-28.3231955;0.013;286.3327557;32.4920814;11 47 53.605;-28 19 23.45;9.315;0.065;-3.588;0.038;6.0435;0.0514;9.305;0.024;-3.426;0.016;6.195;0.023;9.52;0.5;-4.49;0.34;5.51;0.56
4244;?;29580;;177.0268506;0.012;-53.2955021;0.013;293.4441646;8.405607;11 48 06.463;-53 17 43.79;-7.11;0.05;0.089;0.042;1.1067;0.0357;-7.039;0.016;0.181;0.017;1.162;0.018;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4245;?;29582;;177.09113;0.057;13.1014418;0.057;253.3829595;69.6461425;11 48 21.885;+13 06 04.99;-12.248;0.184;9.265;0.27;1.3988;0.1164;-12.387;0.075;10.884;0.062;1.594;0.07;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4246;;29590;;177.1131832;0.012;-31.9687299;0.01;287.6661171;29.0290531;11 48 27.171;-31 58 07.46;-11.355;0.058;-2.777;0.036;1.7728;0.0448;-11.381;0.018;-2.733;0.014;1.751;0.017;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4247;?;29600;;177.1216168;0.015;-55.9668214;0.016;294.1547193;5.8284182;11 48 29.231;-55 58 00.47;-24.095;0.057;-4.746;0.052;6.0128;0.0436;-24.173;0.02;-4.558;0.02;6.077;0.022;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4248;?;29587;A;177.1608129;0.091;14.2842472;0.05;251.0607379;70.528427;11 48 38.706;+14 17 03.19;-105.305;0.374;9.278;0.234;13.9955;0.198;-104.932;0.115;9.098;0.063;14.834;0.102;-102.27;0.61;3.58;0.48;16.74;0.58
4249;;29620;;177.1982982;0.018;-64.7288621;0.016;296.3071628;-2.6659203;11 48 47.599;-64 43 43.86;-7.357;0.061;-1.829;0.048;1.2807;0.035;-7.289;0.023;-1.754;0.021;1.352;0.021;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4250;?;29610;A;177.2322378;0.023;33.7016191;0.022;183.1027196;75.0289173;11 48 55.746;+33 42 05.39;-3.681;0.086;1.433;0.081;2.7187;0.0645;-3.834;0.024;1.463;0.024;2.877;0.033;-4.2;1.89;-0.61;1.47;1.85;1.99
4251;*;29630;;177.3117944;0.041;16.2426374;0.048;246.8170281;71.9412825;11 49 14.787;+16 14 34.47;37.704;0.128;-54.805;0.088;15.9313;0.0973;38.001;0.051;-54.639;0.048;16.125;0.058;38.88;0.4;-54.34;0.3;15.88;0.37
4252;;29650;A;177.3627311;0.011;-55.5066432;0.012;294.1757066;6.3077456;11 49 27.208;-55 30 23.82;-28.016;0.052;-1.397;0.049;3.3759;0.0399;-27.966;0.015;-1.033;0.014;3.436;0.016;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4253;;29640;A;177.3656812;0.149;-46.0675368;0.108;291.8446693;15.4657614;11 49 27.857;-46 04 03.13;-58.866;0.217;0.633;0.137;6.5951;0.1293;-59.36;0.179;1.632;0.146;6.594;0.207;-57.7;0.38;0.85;0.45;6.14;0.65
4254;;29660;;177.3772495;0.011;-76.1587482;0.012;299.1624296;-13.7422703;11 49 30.578;-76 09 31.51;-9.123;0.043;0.264;0.041;1.171;0.0231;-9.139;0.014;0.271;0.016;1.266;0.013;-10.55;0.95;-1.56;0.86;0.43;0.88
4255;;29680;;177.4678018;0.015;-67.5112963;0.016;297.0795955;-5.3417699;11 49 52.292;-67 30 40.54;-9.129;0.061;0.901;0.061;1.3922;0.0419;-9.241;0.02;0.965;0.019;1.528;0.018;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4256;?;29670;;177.5276372;0.015;-28.6326961;0.012;286.9901237;32.3334895;11 50 06.640;-28 37 57.80;-9.475;0.069;7.485;0.052;1.5624;0.0544;-9.572;0.026;7.475;0.017;1.553;0.023;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4257;;29690;;177.5546785;0.023;-47.1889728;0.02;292.2588265;14.4101391;11 50 13.146;-47 11 20.26;-19.444;0.054;0.641;0.043;1.2741;0.0379;-19.147;0.028;0.551;0.027;1.327;0.033;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4258;?;29700;;177.5712366;0.012;52.5630987;0.015;142.9773927;62.1199663;11 50 17.107;+52 33 47.07;-9.148;0.044;3.848;0.044;0.6716;0.0321;-8.984;0.015;3.981;0.018;0.732;0.021;-9.49;2.14;0.03;2.46;2.75;3.18
4259;?;29705;;177.6063448;0.011;-55.6505137;0.012;294.3446365;6.2006767;11 50 25.536;-55 39 01.86;-6.489;0.03;1.8;0.026;0.3549;0.0219;-6.45;0.015;1.842;0.015;0.419;0.016;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4260;?;29708;;177.621927;0.012;-47.2608017;0.009;292.3225168;14.351497;11 50 29.283;-47 15 38.87;-14.356;0.047;0.856;0.032;1.2333;0.0324;-14.434;0.014;0.915;0.012;1.254;0.017;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4261;;29710;;177.6262816;0.009;-47.5104146;0.008;292.3876019;14.1099701;11 50 30.302;-47 30 37.56;-0.442;0.038;1.247;0.028;1.8438;0.0276;-0.538;0.011;1.325;0.01;1.842;0.014;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4262;*;29720;A;177.7299658;0.022;12.2791554;0.03;256.2915446;69.4655386;11 50 55.361;+12 16 44.53;-137.133;0.097;26.871;0.061;17.7645;0.0582;-136.928;0.03;26.771;0.035;18.003;0.028;-136.07;0.41;26.09;0.33;19.38;0.4
4263;?;29740;A;177.7864886;0.022;-53.4357974;0.02;293.9229836;8.3780541;11 51 08.746;-53 26 08.89;-7.594;0.155;-0.725;0.129;2.5817;0.1035;-7.951;0.028;-1.371;0.025;2.077;0.03;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4264;;29730;A;177.7895994;0.022;33.3751042;0.029;183.6187467;75.5814626;11 51 09.513;+33 22 29.95;-5.38;0.078;20.413;0.063;15.8195;0.0584;-5.269;0.025;20.547;0.034;15.868;0.036;-5.16;0.34;20.71;0.22;15.27;0.32
4265;;29725;;177.8333608;0.026;68.8336909;0.028;130.8749015;47.3568572;11 51 20.112;+68 50 01.82;-38.945;0.092;-38.641;0.1;8.5221;0.0489;-38.743;0.033;-38.46;0.039;8.577;0.033;-38.77;0.34;-38.39;0.38;8.6;0.4
4266;;29750;;178.0281973;0.018;-68.7548476;0.019;297.5752778;-6.5023186;11 52 06.778;-68 45 17.52;-4.838;0.053;6.892;0.056;3.4668;0.0335;-4.856;0.024;7.215;0.024;3.44;0.023;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4267;;29760;A;178.2269188;15.162;-33.9080971;14.674;289.2717304;27.4063228;11 52 54.543;-33 54 29.35;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-56.56;0.53;0.19;0.39;10.53;0.6
4268;;29770;;178.248891;0.012;-52.6329553;0.013;294.0093549;9.2233817;11 52 59.760;-52 37 58.67;-14.044;0.058;1.87;0.049;1.4763;0.0445;-13.991;0.017;2.069;0.018;1.572;0.02;-14.95;1.74;1.9;1.61;1.33;2.28
4269;;29790;;178.4082401;0.022;-55.3066033;0.023;294.7102881;6.639721;11 53 38.005;-55 18 23.78;-12.931;0.075;-1.542;0.07;1.1105;0.062;-12.994;0.03;-1.554;0.03;1.133;0.032;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
