id;category_affiliation_probability_flag;id_2009_A_and_A_498_961_R;binary_system_component;icrs_ra;icrs_ra_error;icrs_dec;icrs_dec_error;gal_longitude;gal_latitude;alpha;delta;HDE_id;Gaia DR2_id;TYC_id;Hipparcos_id;Gaia DR3_id
6561;;49240;;284.8267299;0.009;29.8040735;0.012;60.6649798;11.5445343;18 59 18.402;+29 48 14.95;2041004781604816512;2041004781604816512;-99.99;-99.99;2134-196-1
6562;;49090;;284.914977;0.057;-48.0986204;0.052;348.6238841;-21.1435321;18 59 39.591;-48 05 55.09;6662187385037739136;6662187385037739136;175835;-99.99;8378-2166-1
6563;;49340;;285.0140226;0.017;45.6076134;0.018;75.7582918;17.603217;19 00 03.361;+45 36 27.54;2107160639599334272;2107160639599334272;176843;-99.99;3541-672-1
6564;?;49290;;285.0403958;0.009;25.1829848;0.013;56.4959672;9.4029365;19 00 09.696;+25 10 58.77;4533935054413205760;4533935054413205760;337372;-99.99;2126-1201-1
6565;;49360;;285.057041;0.077;50.5334781;0.073;80.6380356;19.2885488;19 00 13.672;+50 32 00.49;2132364508422993024;2132364508422993024;177003;93299;3549-2883-1
6566;;49320;;285.0588814;0.014;31.3685243;0.016;62.2022256;12.0165926;19 00 14.145;+31 22 06.65;2042015816907491840;2042015816907491840;-99.99;-99.99;2639-2305-1
6567;;49200;;285.1047393;0.022;-19.8834847;0.021;16.0095103;-10.8286564;19 00 25.138;-19 53 00.42;4085431651428198144;4085431651428198144;176332;-99.99;6290-508-1
6568;;49190;;285.1121128;0.017;-18.0956042;0.017;17.656625;-10.0717671;19 00 26.911;-18 05 44.15;4086657984852862848;4086657984852862848;176330;-99.99;6286-1134-1
6569;;49140;;285.1973477;0.025;-47.044319;0.026;349.7625525;-21.005954;19 00 47.351;-47 02 39.27;6662485833724865664;6662485833724865664;176084;-99.99;8378-521-1
6570;?;49255;;285.4075276;0.024;-22.1263137;0.022;14.0548623;-12.0285274;19 01 37.804;-22 07 34.66;4081526873316430976;4081526873316430976;176536;-99.99;6294-1465-1
6571;;49390;;285.4559617;0.009;30.0262592;0.011;61.1047777;11.1434309;19 01 49.431;+30 01 34.60;2041115866638972416;2041115866638972416;-99.99;93442;2639-1916-1
6572;;49300;;285.4861863;0.018;-15.7788818;0.018;19.9338666;-9.3952197;19 01 56.681;-15 46 43.98;4088704240393558912;4088704240393558912;176656;93452;6282-646-1
6573;;49328;;285.5020196;0.105;-7.9807072;0.103;27.0023518;-5.9663192;19 02 00.454;-07 58 50.25;4205263575470951424;4205263575470951424;176716;-99.99;5707-763-1
6574;;49480;;285.5425611;0.015;47.2874423;0.015;77.5417824;17.8653681;19 02 10.221;+47 17 14.35;2131377009542941440;2131377009542941440;177390;93473;3545-2546-1
6575;;49350;;285.5530731;0.224;10.9648452;0.247;43.9149414;2.6176049;19 02 12.748;+10 57 52.88;4313326395754520704;4313326395754520704;176942;-99.99;1044-889-1
6576;;48380;;285.5599145;0.023;-83.9398507;0.023;309.7443401;-27.2492523;19 02 14.299;-83 56 23.02;6346939018892463104;6346939018892463104;172690;93481;9523-2893-1
6577;;49310;;285.6022173;0.016;-26.8324086;0.014;9.71892;-14.1124032;19 02 24.530;-26 49 56.53;6763719965248115968;6763719965248115968;-99.99;-99.99;6881-1495-1
6578;;49440;A;285.6718554;0.014;31.3995248;0.018;62.4546266;11.5542637;19 02 41.257;+31 23 58.41;2042755547716505344;2042755547716505344;177279;93514;2639-2247-1
6579;;49210;;285.6718804;0.013;-51.0592847;0.012;345.721393;-22.4643666;19 02 41.248;-51 03 33.55;6657873519885638144;6657873519885638144;176388;-99.99;8386-1256-1
6580;;49220;;285.6897227;0.012;-51.5956996;0.011;345.1656897;-22.620717;19 02 45.505;-51 35 43.94;6657564522759321344;6657564522759321344;176389;-99.99;8386-2038-1
6581;;49260;A;285.7720076;0.036;-45.7117915;0.041;351.2512906;-20.9765918;19 03 05.217;-45 42 42.18;6711012092221601664;6711012092221601664;176555;93539;8374-2986-1
6582;;49250;;285.7746425;0.02;-49.3061226;0.02;347.5604607;-22.0391815;19 03 05.900;-49 18 21.97;6661093474046847616;6661093474046847616;176519;-99.99;8382-1847-1
6583;?;49330;;285.8238065;0.039;-38.2530848;0.042;358.7548083;-18.5697426;19 03 17.701;-38 15 11.30;6718702351425694848;6718702351425694848;176723;93552;7917-638-1
6584;;49370;;285.8625201;0.015;-17.3100139;0.015;18.6892681;-10.3807113;19 03 27.000;-17 18 35.91;4088212556855967872;4088212556855967872;177013;-99.99;6286-468-1
6585;?;49600;A;285.9147937;0.019;57.4572061;0.017;87.7972115;21.0309562;19 03 39.540;+57 27 25.79;2153474650639369600;2153474650639369600;178001;93595;3927-1605-1
6586;;49374;;285.9190176;0.042;-20.5770053;0.039;15.6968998;-11.8139326;19 03 40.582;-20 34 36.88;4082331440950663936;4082331440950663936;177016;-99.99;6290-1734-1
6587;;49610;B;285.9193914;0.017;57.4588035;0.015;87.7996509;21.0290896;19 03 40.642;+57 27 31.62;2153474753718586112;2153474753718586112;178001B;93598;3927-1606-1
6588;?;49450;;286.0446823;0.045;3.330623;0.05;37.3491957;-1.3108059;19 04 10.710;+03 19 50.09;4269155715131794816;4269155715131794816;177332;93647;466-3112-1
6589;?;49528;;286.0510047;0.014;33.3212639;0.017;64.3743903;12.0686529;19 04 12.240;+33 19 16.68;2043786717825238912;2043786717825238912;177645;93648;2644-198-1
6590;?;49530;B;286.0626235;0.011;32.7551277;0.014;63.8529662;11.8229481;19 04 15.098;+32 45 17.82;2043730810230728704;2043730810230728704;177646B;-99.99;-99.99
6591;?;49380;;286.0897658;8.054;-34.1975986;7.902;2.8178452;-17.3233836;19 04 21.534;-34 11 50.97;6755764036543247360;6755764036543247360;177022;-99.99;7418-215-1
6592;;49460;;286.2007217;0.016;-13.8456777;0.015;22.0022444;-9.17695;19 04 48.173;-13 50 44.26;4197448796556802048;4197448796556802048;177338;93697;5719-80-1
6593;;49400;A;286.2107239;0.018;-34.3453812;0.016;2.7118518;-17.4703559;19 04 50.567;-34 20 43.39;6755714524160054144;6755714524160054144;177140;-99.99;7418-169-1
6594;?;49513;;286.327291;0.022;-1.5121606;0.022;33.1665311;-3.7755247;19 05 18.563;-01 30 44.01;4262386503072909312;4262386503072909312;177552;93743;5128-905-1
6595;;49430;;286.357053;0.017;-34.2745204;0.015;2.8271481;-17.5571942;19 05 25.697;-34 16 28.36;6755735552319876864;6755735552319876864;177268;-99.99;7418-395-1
6596;;49470;;286.3999656;0.029;-28.1479785;0.027;8.7582529;-15.2820387;19 05 35.964;-28 08 52.39;6762652953623980800;6762652953623980800;177382;-99.99;6885-64-1
6597;;49650;;286.419292;0.059;49.305826;0.062;79.7425315;18.0409492;19 05 40.626;+49 18 20.80;2132043725906164224;2132043725906164224;178327;-99.99;3549-2560-1
6598;;49500;;286.4215871;0.06;-15.6604685;0.049;20.4371132;-10.1560195;19 05 41.176;-15 39 37.65;4089044096883303168;4089044096883303168;177517;93763;6283-916-1
6599;;49420;;286.5165767;0.025;-48.1635107;0.022;348.8928688;-22.1848494;19 06 03.965;-48 09 48.39;6661752970566299136;6661752970566299136;177221;-99.99;8378-1785-1
6600;?;49540;;286.5621591;0.377;-4.8829602;0.327;30.2591356;-5.5134568;19 06 14.940;-04 52 57.18;4254395870997284864;4254395871029677952;177756;93805;5136-2357-1
6601;;49520;;286.5801998;0.033;-27.2871147;0.026;9.6438772;-15.0921911;19 06 19.237;-27 17 13.56;6763471166381579904;6763471166381579904;177562;93812;6881-1473-1
6602;;49580;;286.5825918;0.094;15.8613646;0.097;48.7375568;3.9585246;19 06 19.796;+15 51 40.76;4512953314574890112;4512953314574890112;177983;93814;1586-4159-1
6603;;49660;;286.6148257;0.009;44.8425803;0.01;75.4510338;16.2728089;19 06 27.553;+44 50 33.39;2106134455951549824;2106134455951549824;-99.99;-99.99;3132-1679-1
6604;;49570;B;286.6452061;0.023;-1.3424618;0.02;33.463044;-3.9811636;19 06 34.847;-01 20 32.66;4262413819067714432;4262413819067714432;177880B;93835;-99.99
6605;?;49582;;286.6569572;0.021;7.6909032;0.021;41.5029109;0.1495498;19 06 37.645;+07 41 27.29;4307210465355393152;4307210465355393152;177984;93842;1040-297-1
6606;;49150;;286.733936;0.023;-74.7575436;0.03;320.070732;-27.1134201;19 06 56.118;-74 45 26.81;6413966965709249152;6413966965709249152;176196;93863;9304-83-1
6607;;49640;;286.7380067;0.011;27.7618863;0.015;59.5185446;9.1561654;19 06 57.122;+27 45 42.78;2037347840295630592;2037347840295630592;178308;-99.99;2130-1902-1
6608;*;49620;;286.787611;0.04;0.6409158;0.036;35.296327;-3.2024593;19 07 09.034;+00 38 27.62;4267244076722314240;4267244076722314240;178065;93892;462-1608-1
6609;;49550;;286.7907373;0.017;-26.331827;0.014;10.6295651;-14.8889477;19 07 09.780;-26 19 54.39;6763969142066777344;6763969142066777344;177765;-99.99;6882-1808-1
6610;;49677;;286.8299737;0.066;41.0541093;0.087;71.8925214;14.6554752;19 07 19.188;+41 03 14.66;2100870921993788800;2100870921993788800;178591;93907;3124-1948-1
6611;?;49510;;286.8732362;0.104;-49.0274523;0.114;348.0660273;-22.6515422;19 07 29.532;-49 01 38.85;6661467273640120192;6661467273640120192;177524;-99.99;8382-683-1
6612;?;49630;;286.9129673;0.02;6.9833908;0.021;40.9915105;-0.4013748;19 07 39.089;+06 59 00.19;4305996467082836224;4305996467082836224;178265;93937;475-1615-1
6613;;49690;A;286.9484176;0.021;38.9282347;0.026;69.9221072;13.7182602;19 07 47.623;+38 55 41.60;2100370438038325760;2100370438038325760;178661;93954;3120-305-1
6614;?;49560;;286.9775213;0.018;-36.8771577;0.015;0.4524809;-18.9510802;19 07 54.603;-36 52 37.60;6719240184409776768;6719240184409776768;177848;93962;7422-1273-1
6615;?;49410;;287.0819735;0.008;-66.4053983;0.012;329.3884523;-26.3653097;19 08 19.677;-66 24 19.86;6434330608250668416;6434330608250668416;177150;93998;9082-714-1
6616;;49626;A;287.0863813;0.024;-13.7852008;0.021;22.436672;-9.9251427;19 08 20.736;-13 47 06.58;4197415089652008320;4197415089652008320;178246;-99.99;5719-727-1
6617;;49730;A;287.1584298;0.066;38.5089313;0.068;69.5970313;13.3976395;19 08 38.032;+38 30 31.82;2099597550088641792;2099597550088641792;178875;94031;3120-1255-1
6618;?;49672;;287.182112;0.016;4.7144076;0.016;39.1000365;-1.6834129;19 08 43.730;+04 42 52.44;4293416301715862784;4293416301715862784;-99.99;-99.99;-99.99
6619;?;49674;;287.3564891;0.018;-13.0772861;0.015;23.1997822;-9.8543907;19 09 25.556;-13 04 38.02;4197595581356120704;4197595581356120704;178519;-99.99;5716-128-1
6620;;49670;;287.3995453;0.03;-18.9721038;0.026;17.7839886;-12.4076062;19 09 35.891;-18 58 19.54;4087060749697961984;4087060749697961984;178495;-99.99;6291-943-1
6621;;49770;;287.441964;0.022;37.7940757;0.025;69.0224285;12.8999952;19 09 46.079;+37 47 39.19;2099144173341438592;2099144173341438592;179143;94142;3120-1216-1
6622;?;49800;A;287.4562025;0.013;44.5572752;0.013;75.4162635;15.6110384;19 09 49.498;+44 33 26.73;2106156854204672256;2106156854204672256;179259;94145;3132-382-1
6623;;49740;A;287.4781249;0.011;14.9661058;0.012;48.3358343;2.7812497;19 09 54.758;+14 57 58.35;4320497479336570880;4320497479336570880;178892;94155;1053-103-1
6624;;49750;;287.5384518;0.008;17.0355433;0.01;50.2040895;3.6794211;19 10 09.225;+17 02 08.01;4513558114684714880;4513558114684714880;178993;-99.99;1590-1260-1
6625;?;49735;;287.5410648;0.02;2.3573527;0.021;37.169892;-3.0852774;19 10 09.860;+02 21 26.57;4268086989835876096;4268086989835876096;178880;94169;467-2819-1
6626;?;49810;;287.5498814;0.018;44.5599705;0.019;75.4458504;15.5506191;19 10 11.950;+44 33 35.78;2106150811188312192;2106150811188312192;179367;94174;3133-1464-1
6627;?;49840;;287.6408264;0.031;45.7511122;0.034;76.6122706;15.9539514;19 10 33.792;+45 45 03.94;2130260180608648192;2130260180608648192;179458;-99.99;3542-2091-1
6628;?;49830;;287.6415429;0.013;44.5136533;0.014;75.4281036;15.4723778;19 10 33.969;+44 30 49.19;2106146791099700480;2106146791099700480;-99.99;-99.99;3133-972-1
6629;;49700;;287.7451506;0.019;-25.672157;0.016;11.6075856;-15.4179335;19 10 58.836;-25 40 19.77;6764100499345641856;6764100499345641856;178786;94237;6878-874-1
6630;;49680;;287.7579357;0.03;-39.0047424;0.03;358.544834;-20.2456213;19 11 01.914;-39 00 16.95;6717979078932404480;6717979078932404480;178628;94243;7918-556-1
6631;;49744;;287.8302041;0.029;-20.3472978;0.026;16.6731555;-13.3472836;19 11 19.277;-20 20 50.22;4082212521890696064;4082212521890696064;178929;94274;6291-2409-1
6632;;49710;;287.9055703;0.017;-34.2231241;0.015;3.3590549;-18.7342902;19 11 37.330;-34 13 23.25;6755595948701249536;6755595948701249536;178843;-99.99;7418-2104-1
6633;;49820;;287.9164243;0.027;19.4317753;0.028;52.5045675;4.4574348;19 11 39.934;+19 25 54.15;4516309745598909184;4516309745598909184;230855;94301;1594-1534-1
6634;?;49850;A;287.9376247;0.011;26.2492915;0.015;58.6254981;7.5284391;19 11 45.024;+26 14 57.68;2035838039039503360;2035838039039503360;179461;94308;2131-834-1
6635;*;49860;;287.9416803;0.027;31.2834443;0.033;63.1936055;9.7530974;19 11 46.010;+31 17 00.61;2042565400924276736;2042565400924276736;179527;94311;2640-2019-1
6636;;49796;;287.9576867;0.093;-2.379969;0.092;33.1349925;-5.6213788;19 11 49.829;-02 22 47.91;4261299532731630080;4261299532737869952;179246;-99.99;5133-1034-1
6637;;49823;;288.0947792;0.025;1.3684952;0.023;36.5442826;-4.030918;19 12 22.738;+01 22 06.58;4267741262138402432;4267741262138402432;179404;-99.99;463-3467-1
6638;;49890;B;288.0961632;0.018;30.3497493;0.02;62.4018637;9.2243507;19 12 23.081;+30 20 59.18;2039449659850423936;2039449659850423936;179709B;94363;2653-2787-1
6639;;49880;;288.1312624;0.009;24.3604063;0.013;57.0051398;6.5223;19 12 31.502;+24 21 37.47;2023372497762976000;2023372497762976000;343872;-99.99;2123-333-1
6640;;50092;;288.2216586;0.013;60.6506323;0.013;91.4420479;20.8972044;19 12 53.191;+60 39 02.24;2239799262743407360;2239799262743407360;-99.99;94408;4217-703-1
6641;;49780;;288.2839198;0.028;-38.6811646;0.029;359.013434;-20.5277448;19 13 08.097;-38 40 51.75;6717916338048937088;6717916338048937088;179160;-99.99;7918-636-1
6642;?;49913;;288.286183;0.008;22.8689805;0.012;55.7331039;5.7192768;19 13 08.681;+22 52 08.40;4520459749154022144;4520459749154022144;343932;94427;2123-1234-1
6643;;49892;;288.2894644;0.023;12.0226252;0.02;46.0879544;0.7224519;19 13 09.472;+12 01 21.80;4312994137046432896;4312994137046432896;179711;94430;1049-1649-1
6644;;49720;;288.2949815;0.058;-54.5030279;0.061;342.5013835;-24.8465565;19 13 10.791;-54 30 11.10;6644115159087203200;6644115159087203200;178846;-99.99;8764-350-1
6645;;49950;;288.3191916;0.043;35.5428965;0.049;67.2379722;11.3129414;19 13 16.599;+35 32 34.61;2050402440626522496;2050402440626522496;179984;94442;2661-210-1
6646;;50020;;288.3722006;0.023;39.0377535;0.025;70.493334;12.7550951;19 13 29.338;+39 02 15.90;2099676195231124736;2099676195231124736;180077;-99.99;3121-1077-1
6647;;49854;;288.4076766;0.018;-22.3766083;0.016;14.9882657;-14.6644263;19 13 37.840;-22 22 35.83;4080943513669610240;4080943513669610240;179477;-99.99;6308-538-1
6648;?;50070;;288.4117335;0.017;50.9084766;0.018;81.7979605;17.4341707;19 13 38.781;+50 54 30.86;2133325447226320896;2133325447226320896;180347;94472;3554-593-1
6649;?;50040;;288.4219146;0.06;45.5807958;0.063;76.670846;15.3849327;19 13 41.248;+45 34 50.81;2127240509362182912;2127240509362182912;180239;-99.99;3542-2129-1
6650;?;49900;;288.4279666;0.09;2.2936936;0.084;37.5213789;-3.9015308;19 13 42.704;+02 17 37.28;4267953429183603200;4267953429183603200;179761;94477;467-4986-1
6651;?;49910;;288.4334948;0.08;5.5155596;0.083;40.3866715;-2.4196497;19 13 44.019;+05 30 56.25;4293587000922888832;4293587000922888832;179791;94478;471-997-1
6652;;49867;;288.4968177;0.018;-16.6807939;0.017;20.362263;-12.3938908;19 13 59.230;-16 40 50.56;4088013923196946048;4088013923196946048;179630;-99.99;6296-736-1
6653;;49920;;288.499269;0.022;7.5172299;0.022;42.19206;-1.5504545;19 13 59.810;+07 31 02.10;4306439020528571648;4306439020528571648;179892;94499;1041-88-1
6654;;49864;;288.5009908;0.07;-21.20449;0.057;16.1317389;-14.2701501;19 14 00.235;-21 12 15.81;4081313911649960192;4081313911649960192;179608;-99.99;6308-1811-1
6655;;49970;;288.5565599;0.011;14.3917904;0.012;48.3080415;1.5907058;19 14 13.568;+14 23 30.42;4320297093326819712;4320297093326819712;230952;-99.99;1053-1079-1
6656;;50150;;288.571617;0.02;59.6893449;0.02;90.5293224;20.4228489;19 14 17.166;+59 41 21.39;2143655015371058048;2143655015371058048;180778;94522;3932-743-1
6657;;49916;;288.6721767;0.017;-14.4369304;0.015;22.5123961;-11.5938098;19 14 41.338;-14 26 12.80;4185207624358651008;4185207624358651008;179880;-99.99;5720-156-1
6658;;49955;;288.6909721;0.091;4.6200139;0.087;39.7105283;-3.0612557;19 14 45.833;+04 37 12.36;4293270891344371072;4293270891344371072;180029;94567;471-1058-1
6659;;49590;;288.7434763;0.011;-75.2239491;0.014;319.5758741;-27.6567535;19 14 58.414;-75 13 26.21;6367341728456924288;6367341728456924288;178000;94589;9458-440-1
6660;;49990;;288.7814412;0.049;-1.6316095;0.044;34.1813983;-6.0138864;19 15 07.533;-01 37 53.74;4261454976189296256;4261454976189296256;180055;-99.99;5130-30-1
6661;;49980;;288.7822252;0.015;-7.0136489;0.013;29.3398722;-8.443069;19 15 07.740;-07 00 49.20;4204913896378335616;4204913896378335616;-99.99;94605;5142-12-1
6662;;50820;A;288.7836799;0.02;83.46278;0.022;115.6772091;26.2674044;19 15 07.931;+83 27 45.83;2302516063123490048;2302516063123490048;184146;94604;4648-3536-1
6663;;49930;;288.7839349;0.016;-21.7376002;0.014;15.7381056;-14.7265517;19 15 08.141;-21 44 15.11;4081090122372453120;4081090122372453120;179902;-99.99;6308-2025-1
6664;?;50098;;288.8218713;0.025;40.1136857;0.03;71.6442504;12.8907026;19 15 17.239;+40 06 49.20;2101290316961062400;2101290316961062400;180582;94619;3125-3665-1
6665;;49998;;288.8475747;0.592;-7.700509;0.535;28.7470827;-8.8070501;19 15 23.412;-07 42 01.68;4204724746012225664;4204724746012225664;180057;-99.99;5708-1280-1
6666;;50000;;288.8578703;0.016;-11.714917;0.015;25.0942705;-10.5824872;19 15 25.892;-11 42 53.78;4198185400618522496;4198185400618522496;180058;94633;5716-868-1
6667;?;49940;A;288.8853036;0.291;-25.2568167;0.233;12.4223892;-16.2037638;19 15 32.442;-25 15 23.97;6770084041623596032;6770084041623596032;179950;94643;6879-2498-1
6668;/;50100;;288.9978932;0.012;27.9263038;0.017;60.5643323;7.4388789;19 15 59.493;+27 55 34.66;2036471357742521728;2036471357742521728;180583;94685;2132-3196-1
6669;?;49790;;289.022416;0.011;-64.8221828;0.014;331.2604106;-26.9562188;19 16 05.402;-64 49 19.66;6435318004052770176;6435318004052770176;179213;94693;9079-1812-1
6670;;50120;A;289.0485013;0.013;28.2806551;0.017;60.9036218;7.5588835;19 16 11.619;+28 16 49.97;2038174741764068608;2038174741764068608;180638;94700;2136-3401-1
6671;;50044;;289.0568703;0.017;-11.8044812;0.015;25.0983691;-10.7968739;19 16 13.634;-11 48 16.07;4198171381845076864;4198171381845076864;180250;-99.99;5716-1501-1
6672;;50035;;289.077538;0.032;-17.9692164;0.029;19.3997222;-13.4365671;19 16 18.598;-17 58 09.27;4084602138614918784;4084602138614918784;180198;-99.99;6300-762-1
6673;;49870;;289.0805315;0.013;-54.6726983;0.011;342.4239872;-25.3272533;19 16 19.314;-54 40 21.32;6643677828336484992;6643677828336484992;179646;94710;8764-479-1
6674;?;49760;;289.1193016;0.024;-69.1909604;0.041;326.3775291;-27.4332127;19 16 28.597;-69 11 26.92;6421588058759394432;6421588058759394432;179009;94724;9305-1528-1
6675;;50110;;289.1420746;0.048;14.6201353;0.047;48.7738542;1.1949703;19 16 34.096;+14 37 12.34;4320327123740755584;4320327123740755584;231041;-99.99;1053-52-1
6676;;50113;;289.1818745;0.052;11.8446811;0.051;46.3364036;-0.1332831;19 16 43.635;+11 50 41.00;4312917617906104832;4312917617906104832;180585;94741;1050-337-1
6677;;50050;;289.1951226;0.158;-20.7765191;0.124;16.8071182;-14.6891145;19 16 46.831;-20 46 35.42;4082849134813689856;4082849139121766272;180303;94749;6308-1562-1
6678;;50030;;289.2272783;0.027;-36.0382521;0.026;1.9405803;-20.3702428;19 16 54.540;-36 02 17.58;6743167619014657920;6743167619014657920;180153;-99.99;7435-54-1
6679;;50160;;289.2335681;0.01;24.3257811;0.014;57.4338896;5.6123272;19 16 56.058;+24 19 32.89;2023395789346183168;2023395789346183168;344100;-99.99;2124-2203-1
6680;;50130;;289.2436421;0.017;16.2532567;0.019;50.2651127;1.869087;19 16 58.471;+16 15 11.80;4321151791787794688;4321151791790236928;231054;-99.99;1599-1741-1
6681;?;49960;;289.3138671;0.02;-48.2121561;0.017;349.3829679;-23.9950175;19 17 15.338;-48 12 43.51;6658570850776182400;6658570850776182400;180045;-99.99;8379-704-1
6682;?;50230;;289.3538673;0.012;46.5931377;0.013;77.900237;15.1944537;19 17 24.918;+46 35 35.22;2127751709249143168;2127751709249143168;181206;-99.99;3542-1518-1
6683;;50060;;289.381338;0.021;-32.4987923;0.019;5.5241659;-19.2838727;19 17 31.518;-32 29 55.59;6756172367673641472;6756172367673641472;180335;-99.99;7427-225-1
6684;;50010;;289.3879;0.017;-49.4618705;0.014;348.0683469;-24.3496035;19 17 33.091;-49 27 42.26;6658259585905726464;6658259585905726464;180073;-99.99;8383-247-1
6685;;50115;;289.4276432;0.026;-13.0385406;0.021;24.12343;-11.6568459;19 17 42.626;-13 02 18.73;4185880250594384896;4185880250594384896;180626;-99.99;5717-555-1
6686;;50200;;289.4309759;0.022;32.048295;0.027;64.4562103;8.9533276;19 17 43.434;+32 02 53.90;2040073667061260416;2040073667063738496;-99.99;-99.99;2657-2534-1
6687;?;50303;;289.4377239;0.014;58.7444557;0.013;89.7401013;19.6882428;19 17 45.035;+58 44 39.88;2143289015438396032;2143289015438396032;181627;94829;3932-955-1
6688;;50307;;289.5027564;0.014;60.4162593;0.013;91.4249068;20.2250463;19 18 00.645;+60 24 58.63;2239752499140762624;2239752499140762624;-99.99;-99.99;4217-1247-1
6689;;50210;;289.6307336;0.019;16.6975728;0.02;50.8315529;1.7479709;19 18 31.364;+16 41 51.65;4321196218931096704;4321196218931096704;181099;94884;1599-66-1
6690;;50080;;289.6309095;0.018;-44.5624513;0.017;353.2897433;-23.248763;19 18 31.404;-44 33 44.73;6664645304623140224;6664645304623140224;180423;-99.99;7930-518-1
6691;;50170;;289.6945551;0.022;-10.8689757;0.019;26.2330921;-10.9528428;19 18 46.693;-10 52 08.34;4199746874619840768;4199746874619840768;180921;-99.99;5713-866-1
6692;;50220;;289.7151936;0.015;18.077494;0.018;52.0902045;2.3211069;19 18 51.627;+18 04 38.89;4514994351722951168;4514994351722951168;231126;-99.99;1603-963-1
6693;;50190;;289.7424792;0.068;0.9857327;0.067;36.9627246;-5.6699534;19 18 58.196;+00 59 08.47;4264478839330267008;4264478839330267008;181072;-99.99;464-1932-1
6694;;50184;;289.7781185;0.018;-6.9896721;0.016;29.8076038;-9.3171889;19 19 06.738;-06 59 22.77;4210869916508909056;4210869916508909056;181028;-99.99;5142-277-1
6695;;50250;;289.7903446;0.015;23.5428529;0.025;56.9713444;4.8000673;19 19 09.671;+23 32 34.32;2022542744442983680;2022542744442983680;181331;-99.99;2124-1549-1
6696;?;50176;;289.8475583;0.022;-16.9545814;0.021;20.6631375;-13.6826133;19 19 23.414;-16 57 16.44;4180840913921094400;4180840913921094400;181004;-99.99;6300-233-1
6697;*;50400;;289.9422362;0.035;64.3908449;0.035;95.5140204;21.3311345;19 19 46.130;+64 23 26.99;2254116317185810560;2254116317185810560;182308;94993;4225-2352-1
6698;;50090;;289.9967654;0.069;-57.9799215;0.072;338.9160222;-26.4388248;19 19 59.208;-57 58 47.41;6638838701568471424;6638838701568471424;180473;95013;8768-841-1
6699;;50260;;290.1085219;0.011;1.2253654;0.01;37.3458785;-5.8845269;19 20 26.035;+01 13 31.29;4264572126014220032;4264572126014220032;181439;95053;464-1220-1
6700;;50234;;290.1588809;0.077;-22.4024108;0.074;15.6322028;-16.1601119;19 20 38.163;-22 24 09.28;6772588591672712576;6772588591672712576;181240;95077;6309-2756-1
6701;;50270;A;290.1621936;0.582;2.9377044;0.623;38.8965632;-5.1411649;19 20 38.892;+02 56 15.86;4291976044594609536;4291976044594609536;181527;95079;468-2507-1
6702;?;50487;;290.1672054;0.169;65.7147144;0.15;96.8964208;21.6585379;19 20 40.113;+65 42 52.34;2254697512160109184;2254697512160997376;182564;95081;4229-1852-1
6703;;50254;;290.2049762;0.112;-12.4337283;0.082;25.0146525;-12.0811054;19 20 49.170;-12 26 00.96;4187521306054212736;4187521306054212736;181397;-99.99;5717-276-1
6704;;50140;;290.3175217;0.018;-59.2001059;0.017;337.5978187;-26.7965312;19 21 16.202;-59 12 00.13;6638463394442025344;6638463394442025344;180752;-99.99;8773-132-1
6705;;50274;;290.3299568;0.016;-12.2665373;0.016;25.2227377;-12.1193361;19 21 19.193;-12 15 59.65;4187530991196021248;4187530991196021248;181533;95135;5717-683-1
6706;;50257;;290.3606821;0.017;-25.2018583;0.015;13.0111009;-17.4148318;19 21 26.569;-25 12 06.75;6769755970542728064;6769755970542728064;181427;-99.99;6879-408-1
6707;;50266;;290.377973;0.044;-21.4446044;0.045;16.6312891;-15.9678621;19 21 30.715;-21 26 40.56;6772709671087144192;6772709671087144192;181513;-99.99;6309-2464-1
6708;?;50420;;290.4001659;0.014;45.1185512;0.015;76.8174608;13.92676;19 21 36.026;+45 07 06.86;2127026070235453952;2127026070235453952;-99.99;-99.99;3543-566-1
6709;?;50300;;290.4317644;0.138;-15.9550434;0.123;21.8388776;-13.7746742;19 21 43.634;-15 57 18.20;4184011836737423872;4184011836737423872;181615;95176;6297-1419-1
6710;?;50347;A;290.4885943;0.024;22.5063966;0.038;56.3508989;3.749169;19 21 57.278;+22 30 23.08;2019155041722073216;2019155046038630144;182032;95197;2124-936-1
6711;;50350;;290.499555;0.011;25.1954478;0.015;58.7415555;4.9938759;19 21 59.892;+25 11 43.81;2023190734771598976;2023190734771598976;338226;-99.99;2128-3105-1
6712;?;50366;;290.5019341;0.017;30.1361752;0.023;63.1516366;7.271301;19 22 00.463;+30 08 10.33;2038831248973038336;2038831248973038336;182127;-99.99;2654-2438-1
6713;?;50323;;290.5049395;0.097;-0.6124114;0.091;35.8863956;-7.081062;19 22 01.191;-00 36 44.54;4263312979037677952;4263312979037677952;181835;-99.99;5130-1123-1
6714;?;50240;;290.5518731;0.026;-45.6311013;0.022;352.3523501;-24.1586761;19 22 12.434;-45 37 51.92;6663608194579761920;6663608194579761920;181323;-99.99;8376-518-1
6715;;50390;A;290.6725161;0.082;31.7361597;0.103;64.6550108;7.8717048;19 22 41.403;+31 44 10.10;2039825864631128576;2039825864631128576;182273;95246;2654-19-1
6716;;50380;;290.6801564;0.009;29.960895;0.012;63.0658631;7.0538626;19 22 43.235;+29 57 39.24;2038778476730001792;2038778476730001792;-99.99;-99.99;2136-78-1
